pokemon_species,🇬🇧 (en),🇫🇷 (fr),🇪🇸 (es),🇩🇪 (de),🇮🇹 (it),🇯🇵 (ja),🇰🇷 (ko),🇨🇳 (zh-Hans),🇷🇺 (ru),🇲🇽 (es-MX),🇵🇹 (pt),🇳🇱 (nl),🇹🇷 (tr),🇸🇦 (ar),🇹🇭 (th),🇻🇳 (vi),🇵🇱 (pl),🇸🇪 (sv),🇩🇰 (da),🇳🇴 (no),🇫🇮 (fi),🇬🇷 (el),🇮🇩 (id),🇲🇾 (ms),🇵🇭 (fil),🇭🇺 (hu),🇨🇿 (cs),🇸🇰 (sk),🇷🇴 (ro),🇺🇦 (uk),🇭🇷 (hr),🇧🇬 (bg),🇪🇪 (et),🇱🇻 (lv),🇱🇹 (lt),🇸🇮 (sl),🇲🇹 (mt),🇦🇱 (sq),🇲🇰 (mk),🇧🇦 (bs),🇷🇸 (sr),🇨🇾 (cy),🇮🇪 (ga),🏴 (gd),🇰🇾 (kw),🇧🇷 (br),🇿🇦 (af),🇿🇦 (xh),🇿🇦 (zu),🇿🇦 (tn),🇿🇦 (st),🇿🇦 (ss),🇿🇦 (nr),🇿🇦 (nso),🇿🇦 (ts),🇿🇦 (ve),🇺🇬 (xog),🇺🇬 (lg),🇬🇭 (ak),🇬🇭 (tw),🇧🇫 (bm),🇲🇲 (my),🇰🇭 (km),🇱🇦 (lo),🇪🇹 (am),🇪🇹 (ti),🇪🇹 (om),🇸🇴 (so),🇰🇪 (sw),🇷🇼 (rw),🇳🇬 (yo),🇳🇬 (ig),🇳🇬 (ha),🇧🇩 (bn),🇮🇳 (pa),🇮🇳 (gu),🇮🇳 (or),🇮🇳 (ta),🇮🇳 (te),🇮🇳 (kn),🇮🇳 (ml),🇱🇰 (si),🇳🇵 (ne),🇧🇹 (dz),🇧🇾 (be),🇰🇿 (kk),🇺🇿 (uz),🇰🇬 (ky)
sirfetchd,"Sirfetch’d, sirfetchd",Palarticho,Sirfetch’d,Lauchzelot,Sirfetch’d,ネギガナイト,창파나이트,葱游兵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mr-rime,"Mr. Rime, mr-rime",M. Glaquette,Mr. Rime,Pantifrost,Mr. Rime,バリコオル,마임꽁꽁,踏冰人偶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
runerigus,"Runerigus, runerigus",Tutétékri,Runerigus,Oghnatoll,Runerigus,デスバーン,데스판,迭失板,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
milcery,"Milcery, milcery",Crèmy,Milcery,Hokumil,Milcery,マホミル,마빌크,小仙奶,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
alcremie,"Alcremie, alcremie, alcremie-gmax",Charmilly,Alcremie,Pokusan,Alcremie,マホイップ,마휘핑,霜奶仙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
falinks,"Falinks, falinks",Hexadron,Falinks,Legios,Falinks,タイレーツ,대여르,列阵兵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pincurchin,"Pincurchin, pincurchin",Wattapik,Pincurchin,Britzigel,Pincurchin,バチンウニ,찌르성게,啪嚓海胆,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
snom,"Snom, snom",Frissonille,Snom,Snomnom,Snom,ユキハミ,누니머기,雪吞虫,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
frosmoth,"Frosmoth, frosmoth",Beldeneige,Frosmoth,Mottineva,Frosmoth,モスノウ,모스노우,雪绒蛾,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
stonjourner,"Stonjourner, stonjourner",Dolman,Stonjourner,Humanolith,Stonjourner,イシヘンジン,돌헨진,巨石丁,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eiscue,"Eiscue, eiscue-ice, eiscue-noice",Bekaglaçon,Eiscue,Kubuin,Eiscue,コオリッポ,빙큐보,冰砌鹅,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
indeedee,"Indeedee, indeedee-female, indeedee-male",Wimessir,Indeedee,Servol,Indeedee,イエッサン,에써르,爱管侍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
morpeko,"Morpeko, morpeko-full-belly, morpeko-hangry",Morpeko,Morpeko,Morpeko,Morpeko,モルペコ,모르페코,莫鲁贝可,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cufant,"Cufant, cufant",Charibari,Cufant,Kupfanti,Cufant,ゾウドウ,끼리동,铜象,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copperajah,"Copperajah, copperajah, copperajah-gmax",Pachyradjah,Copperajah,Patinaraja,Copperajah,ダイオウドウ,대왕끼리동,大王铜象,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dracozolt,"Dracozolt, dracozolt",Galvagon,Dracozolt,Lectragon,Dracozolt,パッチラゴン,파치래곤,雷鸟龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctozolt,"Arctozolt, arctozolt",Galvagla,Arctozolt,Lecryodon,Arctozolt,パッチルドン,파치르돈,雷鸟海兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dracovish,"Dracovish, dracovish",Hydragon,Dracovish,Pescragon,Dracovish,ウオノラゴン,어래곤,鳃鱼龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arctovish,"Arctovish, arctovish",Hydragla,Arctovish,Pescryodon,Arctovish,ウオチルドン,어치르돈,鳃鱼海兽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
duraludon,"Duraludon, duraludon, duraludon-gmax",Duralugon,Duraludon,Duraludon,Duraludon,ジュラルドン,두랄루돈,铝钢龙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dreepy,"Dreepy, dreepy",Fantyrm,Dreepy,Grolldra,Dreepy,ドラメシヤ,드라꼰,多龙梅西亚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
drakloak,"Drakloak, drakloak",Dispareptil,Drakloak,Phandra,Drakloak,ドロンチ,드래런치,多龙奇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dragapult,"Dragapult, dragapult",Lanssorien,Dragapult,Katapuldra,Dragapult,ドラパルト,드래펄트,多龙巴鲁托,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zacian,"Zacian, zacian, zacian-crowned",Zacian,Zacian,Zacian,Zacian,ザシアン,자시안,苍响,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zamazenta,"Zamazenta, zamazenta, zamazenta-crowned",Zamazenta,Zamazenta,Zamazenta,Zamazenta,ザマゼンタ,자마젠타,藏玛然特,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eternatus,"Eternatus, eternatus, eternatus-eternamax",Éthernatos,Eternatus,Endynalos,Eternatus,ムゲンダイナ,무한다이노,无极汰那,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kubfu,"Kubfu, kubfu",Wushours,Kubfu,Dakuma,Kubfu,ダクマ,치고마,熊徒弟,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
urshifu,"Urshifu, urshifu-rapid-strike, urshifu-rapid-strike-gmax, urshifu-single-strike, urshifu-single-strike-gmax",Shifours,Urshifu,Wulaosu,Urshifu,ウーラオス,우라오스,武道熊师,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
zarude,"Zarude, zarude, zarude-dada",Zarude,Zarude,Zarude,Zarude,ザルード,자루도,萨戮德,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regieleki,"Regieleki, regieleki",Regieleki,Regieleki,Regieleki,Regieleki,レジエレキ,레지에레키,雷吉艾勒奇,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
regidrago,"Regidrago, regidrago",Regidrago,Regidrago,Regidrago,Regidrago,レジドラゴ,레지드래고,雷吉铎拉戈,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
glastrier,"Glastrier, glastrier",Blizzeval,Glastrier,Polaross,Glastrier,ブリザポス,블리자포스,雪暴马,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spectrier,"Spectrier, spectrier",Spectreval,Spectrier,Phantoross,Spectrier,レイスポス,레이스포스,灵幽马,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
calyrex,"Calyrex, calyrex, calyrex-ice, calyrex-shadow",Sylveroy,Calyrex,Coronospa,Calyrex,バドレックス,버드렉스,蕾冠王,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wyrdeer,"Wyrdeer, wyrdeer",Cerbyllin,Wyrdeer,Damythir,Wyrdeer,アヤシシ,신비록,诡角鹿,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kleavor,"Kleavor, kleavor",Hachécateur,Kleavor,Axantor,Kleavor,バサギリ,사마자르,劈斧螳螂,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ursaluna,"Ursaluna, ursaluna, ursaluna-bloodmoon",Ursaking,Ursaluna,Ursaluna,Ursaluna,ガチグマ,다투곰,月月熊,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
basculegion,"Basculegion, basculegion-female, basculegion-male",Paragruel,Basculegion,Salmagnis,Basculegion,イダイトウ,대쓰여너,幽尾玄鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sneasler,"Sneasler, sneasler",Farfurex,Sneasler,Snieboss,Sneasler,オオニューラ,포푸니크,大狃拉,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
overqwil,"Overqwil, overqwil",Qwilpik,Overqwil,Myriador,Overqwil,ハリーマン,장침바루,万针鱼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
enamorus,"Enamorus, enamorus-incarnate, enamorus-therian",Amovénus,Enamorus,Cupidos,Enamorus,ラブトロス,러브로스,眷恋云,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
sprigatito,"Sprigatito, sprigatito",Poussacha,Sprigatito,Felori,Sprigatito,ニャオハ,나오하,新叶喵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
floragato,"Floragato, floragato",Matourgeon,Floragato,Feliospa,Floragato,ニャローテ,나로테,蒂蕾喵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
meowscarada,"Meowscarada, meowscarada",Miascarade,Meowscarada,Maskagato,Meowscarada,マスカーニャ,마스카나,魔幻假面喵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fuecoco,"Fuecoco, fuecoco",Chochodile,Fuecoco,Krokel,Fuecoco,ホゲータ,뜨아거,呆火鳄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
crocalor,"Crocalor, crocalor",Crocogril,Crocalor,Lokroko,Crocalor,アチゲータ,악뜨거,炙烫鳄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
skeledirge,"Skeledirge, skeledirge",Flâmigator,Skeledirge,Skelokrok,Skeledirge,ラウドボーン,라우드본,骨纹巨声鳄,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quaxly,"Quaxly, quaxly",Coiffeton,Quaxly,Kwaks,Quaxly,クワッス,꾸왁스,润水鸭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quaxwell,"Quaxwell, quaxwell",Canarbello,Quaxwell,Fuentente,Quaxwell,ウェルカモ,아꾸왁,涌跃鸭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
quaquaval,"Quaquaval, quaquaval",Palmaval,Quaquaval,Bailonda,Quaquaval,ウェーニバル,웨이니발,狂欢浪舞鸭,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lechonk,"Lechonk, lechonk",Gourmelet,Lechonk,Ferkuli,Lechonk,グルトン,맛보돈,爱吃豚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
oinkologne,"Oinkologne, oinkologne-female, oinkologne-male",Fragroin,Oinkologne,Fragrunz,Oinkologne,パフュートン,퍼퓨돈,飘香豚,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tarountula,"Tarountula, tarountula",Tissenboule,Tarountula,Tarundel,Tarountula,タマンチュラ,타랜툴라,团珠蛛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
spidops,"Spidops, spidops",Filentrappe,Spidops,Spinsidias,Spidops,ワナイダー,트래피더,操陷蛛,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nymble,"Nymble, nymble",Lilliterelle,Nymble,Micrick,Nymble,マメバッタ,콩알뚜기,豆蟋蟀,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
lokix,"Lokix, lokix",Gambex,Lokix,Lextremo,Lokix,エクスレッグ,엑스레그,烈腿蝗,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pawmi,"Pawmi, pawmi",Pohm,Pawmi,Pamo,Pawmi,パモ,빠모,布拨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pawmo,"Pawmo, pawmo",Pohmotte,Pawmo,Pamamo,Pawmo,パモット,빠모트,布土拨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pawmot,"Pawmot, pawmot",Pohmarmotte,Pawmot,Pamomamo,Pawmot,パーモット,빠르모트,巴布土拨,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tandemaus,"Tandemaus, tandemaus",Compagnol,Tandemaus,Zwieps,Tandemaus,ワッカネズミ,두리쥐,一对鼠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maushold,"Maushold, maushold-family-of-four, maushold-family-of-three",Famignol,Maushold,Famieps,Maushold,イッカネズミ,파밀리쥐,一家鼠,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fidough,"Fidough, fidough",Pâtachiot,Fidough,Hefel,Fidough,パピモッチ,쫀도기,狗仔包,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dachsbun,"Dachsbun, dachsbun",Briochien,Dachsbun,Backel,Dachsbun,バウッツェル,바우첼,麻花犬,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
smoliv,"Smoliv, smoliv",Olivini,Smoliv,Olini,Smoliv,ミニーブ,미니브,迷你芙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dolliv,"Dolliv, dolliv",Olivado,Dolliv,Olivinio,Dolliv,オリーニョ,올리뇨,奥利纽,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
arboliva,"Arboliva, arboliva",Arboliva,Arboliva,Olithena,Arboliva,オリーヴァ,올리르바,奥利瓦,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
squawkabilly,"Squawkabilly, squawkabilly-blue-plumage, squawkabilly-green-plumage, squawkabilly-white-plumage, squawkabilly-yellow-plumage",Tapatoès,Squawkabilly,Krawalloro,Squawkabilly,イキリンコ,시비꼬,怒鹦哥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
nacli,"Nacli, nacli",Selutin,Nacli,Geosali,Nacli,コジオ,베베솔트,盐石宝,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
naclstack,"Naclstack, naclstack",Amassel,Naclstack,Sedisal,Naclstack,ジオヅム,스태솔트,盐石垒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
garganacl,"Garganacl, garganacl",Gigansel,Garganacl,Saltigant,Garganacl,キョジオーン,콜로솔트,盐石巨灵,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
charcadet,"Charcadet, charcadet",Charbambin,Charcadet,Knarbon,Charcadet,カルボウ,카르본,炭小侍,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
armarouge,"Armarouge, armarouge",Carmadura,Armarouge,Crimanzo,Armarouge,グレンアルマ,카디나르마,红莲铠骑,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceruledge,"Ceruledge, ceruledge",Malvalame,Ceruledge,Azugladis,Ceruledge,ソウブレイズ,파라블레이즈,苍炎刃鬼,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
tadbulb,"Tadbulb, tadbulb",Têtampoule,Tadbulb,Blipp,Tadbulb,ズピカ,빈나두,光蚪仔,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bellibolt,"Bellibolt, bellibolt",Ampibidou,Bellibolt,Wampitz,Bellibolt,ハラバリー,찌리배리,电肚蛙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
wattrel,"Wattrel, wattrel",Zapétrel,Wattrel,Voltrel,Wattrel,カイデン,찌리비,电海燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
kilowattrel,"Kilowattrel, kilowattrel",Fulgulairo,Kilowattrel,Voltrean,Kilowattrel,タイカイデン,찌리비크,大电海燕,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
maschiff,"Maschiff, maschiff",Grondogue,Maschiff,Mobtiff,Maschiff,オラチフ,오라티프,偶叫獒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mabosstiff,"Mabosstiff, mabosstiff",Dogrino,Mabosstiff,Mastifioso,Mabosstiff,マフィティフ,마피티프,獒教父,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shroodle,"Shroodle, shroodle",Gribouraigne,Shroodle,Sproxi,Shroodle,シルシュルー,땃쭈르,滋汁鼹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
grafaiai,"Grafaiai, grafaiai",Tag-Tag,Grafaiai,Affiti,Grafaiai,タギングル,태깅구르,涂标客,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bramblin,"Bramblin, bramblin",Virovent,Bramblin,Weherba,Bramblin,アノクサ,그푸리,纳噬草,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brambleghast,"Brambleghast, brambleghast",Virevorreur,Brambleghast,Horrerba,Brambleghast,アノホラグサ,공푸리,怖纳噬草,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toedscool,"Toedscool, toedscool",Terracool,Toedscool,Tentagra,Toedscool,ノノクラゲ,들눈해,原野水母,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
toedscruel,"Toedscruel, toedscruel",Terracruel,Toedscruel,Tenterra,Toedscruel,リククラゲ,육파리,陆地水母,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
klawf,"Klawf, klawf",Craparoi,Klawf,Klibbe,Klawf,ガケガニ,절벼게,毛崖蟹,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
capsakid,"Capsakid, capsakid",Pimito,Capsakid,Chilingel,Capsakid,カプサイジ,캡싸이,热辣娃,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
scovillain,"Scovillain, scovillain",Scovilain,Scovillain,Halupenjo,Scovillain,スコヴィラン,스코빌런,狠辣椒,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rellor,"Rellor, rellor",Léboulérou,Rellor,Relluk,Rellor,シガロコ,구르데,虫滚泥,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rabsca,"Rabsca, rabsca",Bérasca,Rabsca,Skarabaks,Rabsca,ベラカス,베라카스,虫甲圣,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
